candidate_region,Votes,pct_cast_web,pct_registered_web,rejected_ballotpapers,pct_rejected_web,total_votes,total_registered,turnout_web
"CHIPIMO Elias C ,NAREP",50,0.58%,0.26%,,,,,
"MAGANDE Ngandu P ,NMP",31,0.36%,0.16%,,,,,
"KAUNDA Tilyenji C ,UNIP",31,0.36%,0.16%,,,,,
"MIYANDA Godfrey K ,HERITAGE",22,0.25%,0.11%,,,,,
"MUTESA Fredrick  ,ZED",16,0.18%,0.08%,,,,,
"NAWAKWI Edith Z ,FDD",10,0.12%,0.05%,,,,,
,"8,620",,,33,0.38%,"8,653","19,581",44.19%
00000137 KAOMA CENTRAL,,,,,,,,
"BANDA Rupiah B ,MMD","5,984",39.73%,17.62%,,,,,
"HICHILEMA Hakainde  ,UPND","4,318",28.67%,12.71%,,,,,
"SATA Micheal C ,PF","3,845",25.53%,11.32%,,,,,
"MILUPI Charles L ,ADD",633,4.20%,1.86%,,,,,
"MAGANDE Ngandu P ,NMP",66,0.44%,0.19%,,,,,
"KAUNDA Tilyenji C ,UNIP",35,0.23%,0.10%,,,,,
"CHIPIMO Elias C ,NAREP",34,0.23%,0.10%,,,,,
"MIYANDA Godfrey K ,HERITAGE",28,0.19%,0.08%,,,,,
"NAWAKWI Edith Z ,FDD",19,0.13%,0.06%,,,,,
"MUTESA Fredrick  ,ZED",9,0.06%,0.03%,,,,,
,"14,971",,,89,0.59%,"15,060","33,968",44.34%
00000138 LUAMPA,,,,,,,,
"BANDA Rupiah B ,MMD","4,622",42.45%,20.34%,,,,,
"HICHILEMA Hakainde  ,UPND","2,922",26.83%,12.86%,,,,,
"SATA Micheal C ,PF","1,532",14.07%,6.74%,,,,,
"MILUPI Charles L ,ADD","1,033",9.49%,4.55%,,,,,
"CHIPIMO Elias C ,NAREP",266,2.44%,1.17%,,,,,
"MIYANDA Godfrey K ,HERITAGE",60,0.55%,0.26%,,,,,
"NAWAKWI Edith Z ,FDD",39,0.36%,0.17%,,,,,
"KAUNDA Tilyenji C ,UNIP",37,0.34%,0.16%,,,,,
"MAGANDE Ngandu P ,NMP",35,0.32%,0.15%,,,,,
"MUTESA Fredrick  ,ZED",10,0.09%,0.04%,,,,,
,"10,556",,,333,3.06%,"10,889","22,724",47.92%
00000139 MANGANGO,,,,,,,,
"BANDA Rupiah B ,MMD","3,061",40.12%,17.84%,,,,,
"HICHILEMA Hakainde  ,UPND","2,792",36.60%,16.27%,,,,,
"SATA Micheal C ,PF","1,283",16.82%,7.48%,,,,,
"MILUPI Charles L ,ADD",271,3.55%,1.58%,,,,,
"KAUNDA Tilyenji C ,UNIP",96,1.26%,0.56%,,,,,
"MIYANDA Godfrey K ,HERITAGE",29,0.38%,0.17%,,,,,
"NAWAKWI Edith Z ,FDD",24,0.31%,0.14%,,,,,
"CHIPIMO Elias C ,NAREP",21,0.28%,0.12%,,,,,
"MAGANDE Ngandu P ,NMP",19,0.25%,0.11%,,,,,
"MUTESA Fredrick  ,ZED",14,0.18%,0.08%,,,,,
,"7,610",,,19,0.25%,"7,629","17,157",44.47%
00000140 LUKULU EAST,,,,,,,,
"BANDA Rupiah B ,MMD","4,879",38.11%,19.40%,,,,,
"HICHILEMA Hakainde  ,UPND","3,336",26.06%,13.26%,,,,,
"SATA Micheal C ,PF","2,713",21.19%,10.79%,,,,,
"MILUPI Charles L ,ADD","1,291",10.08%,5.13%,,,,,
"MIYANDA Godfrey K ,HERITAGE",74,0.58%,0.29%,,,,,
"CHIPIMO Elias C ,NAREP",64,0.50%,0.25%,,,,,
"KAUNDA Tilyenji C ,UNIP",50,0.39%,0.20%,,,,,
"MAGANDE Ngandu P ,NMP",40,0.31%,0.16%,,,,,
"NAWAKWI Edith Z ,FDD",23,0.18%,0.09%,,,,,
"MUTESA Fredrick  ,ZED",17,0.13%,0.07%,,,,,
,"12,487",,,316,2.47%,"12,803","25,155",50.90%
00000141 LUKULU WEST,,,,,,,,
"BANDA Rupiah B ,MMD","2,429",42.64%,20.43%,,,,,
"SATA Micheal C ,PF","1,794",31.49%,15.09%,,,,,
"HICHILEMA Hakainde  ,UPND",797,13.99%,6.70%,,,,,
"MILUPI Charles L ,ADD",316,5.55%,2.66%,,,,,
"MAGANDE Ngandu P ,NMP",25,0.44%,0.21%,,,,,
"NAWAKWI Edith Z ,FDD",24,0.42%,0.20%,,,,,
"CHIPIMO Elias C ,NAREP",23,0.40%,0.19%,,,,,
"KAUNDA Tilyenji C ,UNIP",18,0.32%,0.15%,,,,,
"MIYANDA Godfrey K ,HERITAGE",17,0.30%,0.14%,,,,,
"MUTESA Fredrick  ,ZED",14,0.25%,0.12%,,,,,
,"5,457",,,240,4.21%,"5,697","11,889",47.92%
00000142 LUENA,,,,,,,,
"MILUPI Charles L ,ADD","4,882",40.68%,23.31%,,,,,
"BANDA Rupiah B ,MMD","3,112",25.93%,14.86%,,,,,
"HICHILEMA Hakainde  ,UPND","2,273",18.94%,10.85%,,,,,
"SATA Micheal C ,PF","1,559",12.99%,7.44%,,,,,
"MIYANDA Godfrey K ,HERITAGE",52,0.43%,0.25%,,,,,
"CHIPIMO Elias C ,NAREP",28,0.23%,0.13%,,,,,
"NAWAKWI Edith Z ,FDD",24,0.20%,0.11%,,,,,
"MAGANDE Ngandu P ,NMP",16,0.13%,0.08%,,,,,
"KAUNDA Tilyenji C ,UNIP",14,0.12%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",10,0.08%,0.05%,,,,,
,"11,970",,,31,0.26%,"12,001","20,944",57.30%
00000143 MONGU CENTRAL,,,,,,,,
"SATA Micheal C ,PF","9,122",42.23%,20.82%,,,,,
"BANDA Rupiah B ,MMD","5,422",25.10%,12.38%,,,,,
"MILUPI Charles L ,ADD","3,362",15.56%,7.67%,,,,,
"HICHILEMA Hakainde  ,UPND","2,982",13.80%,6.81%,,,,,
"CHIPIMO Elias C ,NAREP",210,0.97%,0.48%,,,,,
"MAGANDE Ngandu P ,NMP",83,0.38%,0.19%,,,,,
"MIYANDA Godfrey K ,HERITAGE",73,0.34%,0.17%,,,,,
"KAUNDA Tilyenji C ,UNIP",48,0.22%,0.11%,,,,,
"NAWAKWI Edith Z ,FDD",31,0.14%,0.07%,,,,,
"MUTESA Fredrick  ,ZED",9,0.04%,0.02%,,,,,
,"21,342",,,260,1.20%,"21,602","43,814",49.30%
00000144 NALIKWANDA,,,,,,,,
"BANDA Rupiah B ,MMD","4,122",45.18%,20.95%,,,,,
"SATA Micheal C ,PF","1,981",21.71%,10.07%,,,,,
"HICHILEMA Hakainde  ,UPND","1,783",19.54%,9.06%,,,,,
"MILUPI Charles L ,ADD",650,7.12%,3.30%,,,,,
"CHIPIMO Elias C ,NAREP",65,0.71%,0.33%,,,,,
"MIYANDA Godfrey K ,HERITAGE",48,0.53%,0.24%,,,,,
"KAUNDA Tilyenji C ,UNIP",39,0.43%,0.20%,,,,,
"NAWAKWI Edith Z ,FDD",24,0.26%,0.12%,,,,,
"MAGANDE Ngandu P ,NMP",21,0.23%,0.11%,,,,,
"MUTESA Fredrick  ,ZED",6,0.07%,0.03%,,,,,
,"8,739",,,384,4.21%,"9,123","19,674",46.37%
00000145 NALOLO,,,,,,,,
"SATA Micheal C ,PF","3,791",35.98%,15.37%,,,,,
"HICHILEMA Hakainde  ,UPND","2,280",21.64%,9.25%,,,,,
"BANDA Rupiah B ,MMD","2,207",20.95%,8.95%,,,,,
"MILUPI Charles L ,ADD","1,760",16.71%,7.14%,,,,,
"MIYANDA Godfrey K ,HERITAGE",95,0.90%,0.39%,,,,,
"MAGANDE Ngandu P ,NMP",50,0.47%,0.20%,,,,,
"NAWAKWI Edith Z ,FDD",45,0.43%,0.18%,,,,,
"KAUNDA Tilyenji C ,UNIP",42,0.40%,0.17%,,,,,
"CHIPIMO Elias C ,NAREP",36,0.34%,0.15%,,,,,
"MUTESA Fredrick  ,ZED",11,0.10%,0.04%,,,,,
,"10,317",,,218,2.07%,"10,535","24,660",42.72%
00000146 SENANGA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","4,458",37.92%,15.51%,,,,,
"BANDA Rupiah B ,MMD","2,806",23.87%,9.76%,,,,,
"SATA Micheal C ,PF","2,514",21.39%,8.75%,,,,,
"MILUPI Charles L ,ADD","1,188",10.11%,4.13%,,,,,
"KAUNDA Tilyenji C ,UNIP",275,2.34%,0.96%,,,,,
"CHIPIMO Elias C ,NAREP",79,0.67%,0.27%,,,,,
"MIYANDA Godfrey K ,HERITAGE",74,0.63%,0.26%,,,,,
"MAGANDE Ngandu P ,NMP",41,0.35%,0.14%,,,,,
"NAWAKWI Edith Z ,FDD",26,0.22%,0.09%,,,,,
"MUTESA Fredrick  ,ZED",11,0.09%,0.04%,,,,,
,"11,472",,,283,2.41%,"11,755","28,739",40.90%
00000147 SINJEMBELA,,,,,,,,
"HICHILEMA Hakainde  ,UPND","6,168",38.22%,15.18%,,,,,
"BANDA Rupiah B ,MMD","4,606",28.54%,11.33%,,,,,
"SATA Micheal C ,PF","3,790",23.49%,9.33%,,,,,
"MILUPI Charles L ,ADD","1,037",6.43%,2.55%,,,,,
"CHIPIMO Elias C ,NAREP",139,0.86%,0.34%,,,,,
"MIYANDA Godfrey K ,HERITAGE",113,0.70%,0.28%,,,,,
"KAUNDA Tilyenji C ,UNIP",96,0.59%,0.24%,,,,,
"MAGANDE Ngandu P ,NMP",73,0.45%,0.18%,,,,,
"MUTESA Fredrick  ,ZED",38,0.24%,0.09%,,,,,
"NAWAKWI Edith Z ,FDD",31,0.19%,0.08%,,,,,
,"16,091",,,46,0.29%,"16,137","40,642",39.71%
00000148 MULOBEZI,,,,,,,,
"HICHILEMA Hakainde  ,UPND","3,489",44.27%,25.53%,,,,,
"BANDA Rupiah B ,MMD","2,417",30.67%,17.69%,,,,,
"MILUPI Charles L ,ADD",883,11.20%,6.46%,,,,,
"SATA Micheal C ,PF",643,8.16%,4.71%,,,,,
"MIYANDA Godfrey K ,HERITAGE",45,0.57%,0.33%,,,,,
"MAGANDE Ngandu P ,NMP",37,0.47%,0.27%,,,,,
"CHIPIMO Elias C ,NAREP",33,0.42%,0.24%,,,,,
"KAUNDA Tilyenji C ,UNIP",30,0.38%,0.22%,,,,,
"NAWAKWI Edith Z ,FDD",23,0.29%,0.17%,,,,,
"MUTESA Fredrick  ,ZED",11,0.14%,0.08%,,,,,
,"7,611",,,270,3.43%,"7,881","13,665",57.67%
00000149 MWANDI,,,,,,,,
"BANDA Rupiah B ,MMD","3,503",50.82%,29.04%,,,,,
"HICHILEMA Hakainde  ,UPND","1,903",27.61%,15.78%,,,,,
"SATA Micheal C ,PF",912,13.23%,7.56%,,,,,
"MILUPI Charles L ,ADD",464,6.73%,3.85%,,,,,
"MIYANDA Godfrey K ,HERITAGE",22,0.32%,0.18%,,,,,
"KAUNDA Tilyenji C ,UNIP",21,0.30%,0.17%,,,,,
"CHIPIMO Elias C ,NAREP",18,0.26%,0.15%,,,,,
"MAGANDE Ngandu P ,NMP",16,0.23%,0.13%,,,,,
"NAWAKWI Edith Z ,FDD",13,0.19%,0.11%,,,,,
"MUTESA Fredrick  ,ZED",1,0.01%,0.01%,,,,,
,"6,873",,,20,0.29%,"6,893","12,062",57.15%
00000150 SESHEKE,,,,,,,,
"HICHILEMA Hakainde  ,UPND","4,720",47.56%,25.96%,,,,,
"BANDA Rupiah B ,MMD","2,940",29.63%,16.17%,,,,,
"SATA Micheal C ,PF","1,706",17.19%,9.38%,,,,,
"MILUPI Charles L ,ADD",193,1.94%,1.06%,,,,,
"CHIPIMO Elias C ,NAREP",38,0.38%,0.21%,,,,,
"MIYANDA Godfrey K ,HERITAGE",35,0.35%,0.19%,,,,,
"KAUNDA Tilyenji C ,UNIP",34,0.34%,0.19%,,,,,
"MAGANDE Ngandu P ,NMP",20,0.20%,0.11%,,,,,
"NAWAKWI Edith Z ,FDD",14,0.14%,0.08%,,,,,
"MUTESA Fredrick  ,ZED",10,0.10%,0.06%,,,,,
,"9,710",,,214,2.16%,"9,924","18,179",54.59%
