"","constit","election_type","year","party","candidate","pct_cast","won"
"8966","Serenje","presidential",2011,"ADD","Charles L Milupi",0.000876424189307625,0
"8967","Serenje","presidential",2011,"ZAD","Fredrick  Mutesa",0.000438212094653812,0
"8968","Serenje","presidential",2011,"ZED","Fredrick  Mutesa",0.000438212094653812,0
"8969","Sesheke","presidential",2011,"UPND","Hakainde  Hichilema",0.475614671503426,1
"8970","Sesheke","presidential",2011,"MMD","Rupiah B Banda",0.296251511487303,0
"8971","Sesheke","presidential",2011,"Patriotic Front","Micheal C Sata",0.171906489318823,0
"8972","Sesheke","presidential",2011,"ADD","Charles L Milupi",0.0194478033051189,0
"8973","Sesheke","presidential",2011,"NAREP","Elias C Chipimo",0.00382910116888351,0
"8974","Sesheke","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00352680370818218,0
"8975","Sesheke","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00342603788794841,0
"8976","Sesheke","presidential",2011,"NMP","Ngandu P Magande",0.00201531640467553,0
"8977","Sesheke","presidential",2011,"FDD","Edith Z Nawakwi",0.00141072148327287,0
"8978","Sesheke","presidential",2011,"ZAD","Fredrick  Mutesa",0.00100765820233777,0
"8979","Sesheke","presidential",2011,"ZED","Fredrick  Mutesa",0.00100765820233777,0
"8980","Shangombo","presidential",2011,"UPND","Hakainde  Hichilema",0.382227179773192,1
"8981","Shangombo","presidential",2011,"MMD","Rupiah B Banda",0.285430997087439,0
"8982","Shangombo","presidential",2011,"Patriotic Front","Micheal C Sata",0.234863977195266,0
"8983","Shangombo","presidential",2011,"ADD","Charles L Milupi",0.0642622544463035,0
"8984","Shangombo","presidential",2011,"NAREP","Elias C Chipimo",0.00861374481006383,0
"8985","Shangombo","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00700254074487203,0
"8986","Shangombo","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00594906116378509,0
"8987","Shangombo","presidential",2011,"NMP","Ngandu P Magande",0.00452376525996158,0
"8988","Shangombo","presidential",2011,"ZAD","Fredrick  Mutesa",0.00235483671066493,0
"8989","Shangombo","presidential",2011,"ZED","Fredrick  Mutesa",0.00235483671066493,0
"8990","Shangombo","presidential",2011,"FDD","Edith Z Nawakwi",0.0019210510008056,0
"8991","Shiwan'gandu","presidential",2011,"Patriotic Front","Micheal C Sata",0.829481765834933,1
"8992","Shiwan'gandu","presidential",2011,"MMD","Rupiah B Banda",0.130671785028791,0
"8993","Shiwan'gandu","presidential",2011,"NAREP","Elias C Chipimo",0.00614203454894434,0
"8994","Shiwan'gandu","presidential",2011,"UPND","Hakainde  Hichilema",0.00383877159309021,0
"8995","Shiwan'gandu","presidential",2011,"NMP","Ngandu P Magande",0.00299424184261036,0
"8996","Shiwan'gandu","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00214971209213052,0
"8997","Shiwan'gandu","presidential",2011,"ADD","Charles L Milupi",0.00130518234165067,0
"8998","Shiwan'gandu","presidential",2011,"ZAD","Fredrick  Mutesa",0.00130518234165067,0
"8999","Shiwan'gandu","presidential",2011,"ZED","Fredrick  Mutesa",0.00130518234165067,0
"9000","Shiwan'gandu","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00122840690978887,0
"9001","Shiwan'gandu","presidential",2011,"FDD","Edith Z Nawakwi",0.00115163147792706,0
"9002","Siavonga","presidential",2011,"UPND","Hakainde  Hichilema",0.717479414650796,1
"9003","Siavonga","presidential",2011,"MMD","Rupiah B Banda",0.159477793421221,0
"9004","Siavonga","presidential",2011,"Patriotic Front","Micheal C Sata",0.0708221340500875,0
"9005","Siavonga","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00618627074533896,0
"9006","Siavonga","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00413840180895089,0
"9007","Siavonga","presidential",2011,"NAREP","Elias C Chipimo",0.00401041000042664,0
"9008","Siavonga","presidential",2011,"NMP","Ngandu P Magande",0.00328512308545586,0
"9009","Siavonga","presidential",2011,"ADD","Charles L Milupi",0.00217586074491233,0
"9010","Siavonga","presidential",2011,"ZAD","Fredrick  Mutesa",0.00102393446819404,0
"9011","Siavonga","presidential",2011,"ZED","Fredrick  Mutesa",0.00102393446819404,0
"9012","Siavonga","presidential",2011,"FDD","Edith Z Nawakwi",0.000554631170271769,0
"9013","Sikongo","presidential",2011,"MMD","Rupiah B Banda",0.444470125967872,1
"9014","Sikongo","presidential",2011,"Patriotic Front","Micheal C Sata",0.278978388998035,0
"9015","Sikongo","presidential",2011,"UPND","Hakainde  Hichilema",0.243614931237721,0
"9016","Sikongo","presidential",2011,"ADD","Charles L Milupi",0.0106321506991795,0
"9017","Sikongo","presidential",2011,"NAREP","Elias C Chipimo",0.00577834277129319,0
"9018","Sikongo","presidential",2011,"NMP","Ngandu P Magande",0.00358257251820178,0
"9019","Sikongo","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00358257251820178,0
"9020","Sikongo","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00254247081936901,0
"9021","Sikongo","presidential",2011,"ZAD","Fredrick  Mutesa",0.00184906968681382,0
"9022","Sikongo","presidential",2011,"ZED","Fredrick  Mutesa",0.00184906968681382,0
"9023","Sikongo","presidential",2011,"FDD","Edith Z Nawakwi",0.00115566855425864,0
"9024","Sinazongwe","presidential",2011,"UPND","Hakainde  Hichilema",0.77493502274204,1
"9025","Sinazongwe","presidential",2011,"MMD","Rupiah B Banda",0.164392462638077,0
"9026","Sinazongwe","presidential",2011,"Patriotic Front","Micheal C Sata",0.0214831059129305,0
"9027","Sinazongwe","presidential",2011,"NAREP","Elias C Chipimo",0.0036143599740091,0
"9028","Sinazongwe","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00337069525666017,0
"9029","Sinazongwe","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00203053931124107,0
"9030","Sinazongwe","presidential",2011,"ADD","Charles L Milupi",0.00093404808317089,0
"9031","Sinazongwe","presidential",2011,"NMP","Ngandu P Magande",0.000771604938271605,0
"9032","Sinazongwe","presidential",2011,"ZAD","Fredrick  Mutesa",0.000527940220922677,0
"9033","Sinazongwe","presidential",2011,"ZED","Fredrick  Mutesa",0.000527940220922677,0
"9034","Sinazongwe","presidential",2011,"FDD","Edith Z Nawakwi",0.000446718648473034,0
"9035","Sinda","presidential",2011,"MMD","Rupiah B Banda",0.855090805543251,1
"9036","Sinda","presidential",2011,"Patriotic Front","Micheal C Sata",0.0516357653610074,0
"9037","Sinda","presidential",2011,"UPND","Hakainde  Hichilema",0.0180345504018224,0
"9038","Sinda","presidential",2011,"NAREP","Elias C Chipimo",0.0109472884895273,0
"9039","Sinda","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00550528380687211,0
"9040","Sinda","presidential",2011,"FDD","Edith Z Nawakwi",0.00544200468265519,0
"9041","Sinda","presidential",2011,"NMP","Ngandu P Magande",0.0030373979624122,0
"9042","Sinda","presidential",2011,"ADD","Charles L Milupi",0.00278428146554452,0
"9043","Sinda","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.0027210023413276,0
"9044","Sinda","presidential",2011,"ZAD","Fredrick  Mutesa",0.00221476934759223,0
"9045","Sinda","presidential",2011,"ZED","Fredrick  Mutesa",0.00221476934759223,0
"9046","Solwezi Central","presidential",2011,"MMD","Rupiah B Banda",0.392628494954245,1
"9047","Solwezi Central","presidential",2011,"Patriotic Front","Micheal C Sata",0.309002785112309,0
"9048","Solwezi Central","presidential",2011,"UPND","Hakainde  Hichilema",0.273013346836908,0
"9049","Solwezi Central","presidential",2011,"NMP","Ngandu P Magande",0.00303830433681774,0
"9050","Solwezi Central","presidential",2011,"FDD","Edith Z Nawakwi",0.00198936593482114,0
"9051","Solwezi Central","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00159149274785691,0
"9052","Solwezi Central","presidential",2011,"NAREP","Elias C Chipimo",0.00119361956089268,0
"9053","Solwezi Central","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.000904257243100517,0
"9054","Solwezi Central","presidential",2011,"ADD","Charles L Milupi",0.000687235504756393,0
"9055","Solwezi Central","presidential",2011,"ZAD","Fredrick  Mutesa",7.23405794480414e-05,0
"9056","Solwezi Central","presidential",2011,"ZED","Fredrick  Mutesa",7.23405794480414e-05,0
"9057","Solwezi East","presidential",2011,"MMD","Rupiah B Banda",0.580363464715601,1
"9058","Solwezi East","presidential",2011,"UPND","Hakainde  Hichilema",0.239556289827708,0
"9059","Solwezi East","presidential",2011,"Patriotic Front","Micheal C Sata",0.126504602312957,0
"9060","Solwezi East","presidential",2011,"NMP","Ngandu P Magande",0.00613641727637479,0
"9061","Solwezi East","presidential",2011,"NAREP","Elias C Chipimo",0.00389426481000708,0
"9062","Solwezi East","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00389426481000708,0
"9063","Solwezi East","presidential",2011,"FDD","Edith Z Nawakwi",0.00259617654000472,0
"9064","Solwezi East","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.0015341043190937,0
"9065","Solwezi East","presidential",2011,"ZAD","Fredrick  Mutesa",0.0015341043190937,0
"9066","Solwezi East","presidential",2011,"ZED","Fredrick  Mutesa",0.0015341043190937,0
"9067","Solwezi East","presidential",2011,"ADD","Charles L Milupi",0.00106207222091102,0
"9068","Solwezi West","presidential",2011,"MMD","Rupiah B Banda",0.488563528968204,1
"9069","Solwezi West","presidential",2011,"UPND","Hakainde  Hichilema",0.302563780319216,0
"9070","Solwezi West","presidential",2011,"Patriotic Front","Micheal C Sata",0.148422772401659,0
"9071","Solwezi West","presidential",2011,"NMP","Ngandu P Magande",0.0100540404675129,0
"9072","Solwezi West","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00439864270453689,0
"9073","Solwezi West","presidential",2011,"NAREP","Elias C Chipimo",0.00364458966947342,0
"9074","Solwezi West","presidential",2011,"FDD","Edith Z Nawakwi",0.00257634786980018,0
"9075","Solwezi West","presidential",2011,"ADD","Charles L Milupi",0.00245067236395626,0
"9076","Solwezi West","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.0016966193288928,0
"9077","Solwezi West","presidential",2011,"ZAD","Fredrick  Mutesa",0.0011310795525952,0
"9078","Solwezi West","presidential",2011,"ZED","Fredrick  Mutesa",0.0011310795525952,0
"9079","Vubwi","presidential",2011,"MMD","Rupiah B Banda",0.78867206092337,1
"9080","Vubwi","presidential",2011,"Patriotic Front","Micheal C Sata",0.0846025702046644,0
"9081","Vubwi","presidential",2011,"UPND","Hakainde  Hichilema",0.0663969538315088,0
"9082","Vubwi","presidential",2011,"NAREP","Elias C Chipimo",0.00618752974773917,0
"9083","Vubwi","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00571156592099,0
"9084","Vubwi","presidential",2011,"NMP","Ngandu P Magande",0.00392670157068063,0
"9085","Vubwi","presidential",2011,"ADD","Charles L Milupi",0.00392670157068063,0
"9086","Vubwi","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00273679200380771,0
"9087","Vubwi","presidential",2011,"FDD","Edith Z Nawakwi",0.00190385530699667,0
"9088","Vubwi","presidential",2011,"ZAD","Fredrick  Mutesa",0.000713945740123751,0
"9089","Vubwi","presidential",2011,"ZED","Fredrick  Mutesa",0.000713945740123751,0
"9090","Wusakile","presidential",2011,"Patriotic Front","Micheal C Sata",0.814239786716851,1
"9091","Wusakile","presidential",2011,"MMD","Rupiah B Banda",0.152944405237983,0
"9092","Wusakile","presidential",2011,"UPND","Hakainde  Hichilema",0.0202697404532267,0
"9093","Wusakile","presidential",2011,"ADD","Charles L Milupi",0.00145063906531796,0
"9094","Wusakile","presidential",2011,"FDD","Edith Z Nawakwi",0.000901748608170627,0
"9095","Wusakile","presidential",2011,"NAREP","Elias C Chipimo",0.000744922763271387,0
"9096","Wusakile","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.000548890457147338,0
"9097","Wusakile","presidential",2011,"UNIP","Tilyenji C Kaunda",0.000392064612248098,0
"9098","Wusakile","presidential",2011,"NMP","Ngandu P Magande",0.000352858151023289,0
"9099","Wusakile","presidential",2011,"ZAD","Fredrick  Mutesa",0.000274445228573669,0
"9100","Wusakile","presidential",2011,"ZED","Fredrick  Mutesa",0.000274445228573669,0
"9101","Zambezi East","presidential",2011,"MMD","Rupiah B Banda",0.526266489735384,1
"9102","Zambezi East","presidential",2011,"UPND","Hakainde  Hichilema",0.358910311451097,0
"9103","Zambezi East","presidential",2011,"Patriotic Front","Micheal C Sata",0.0935914448520802,0
"9104","Zambezi East","presidential",2011,"NAREP","Elias C Chipimo",0.00632269143704629,0
"9105","Zambezi East","presidential",2011,"ADD","Charles L Milupi",0.00390289594879401,0
"9106","Zambezi East","presidential",2011,"NMP","Ngandu P Magande",0.00218562173132464,0
"9107","Zambezi East","presidential",2011,"FDD","Edith Z Nawakwi",0.00218562173132464,0
"9108","Zambezi East","presidential",2011,"UNIP","Tilyenji C Kaunda",0.001951447974397,0
"9109","Zambezi East","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00148310046054172,0
"9110","Zambezi East","presidential",2011,"ZAD","Fredrick  Mutesa",0.000858637108734681,0
"9111","Zambezi East","presidential",2011,"ZED","Fredrick  Mutesa",0.000858637108734681,0
"9112","Zambezi West","presidential",2011,"UPND","Hakainde  Hichilema",0.57878664495114,1
"9113","Zambezi West","presidential",2011,"MMD","Rupiah B Banda",0.302728013029316,0
"9114","Zambezi West","presidential",2011,"Patriotic Front","Micheal C Sata",0.101995114006515,0
"9115","Zambezi West","presidential",2011,"NAREP","Elias C Chipimo",0.00407166123778502,0
"9116","Zambezi West","presidential",2011,"UNIP","Tilyenji C Kaunda",0.00285016286644951,0
"9117","Zambezi West","presidential",2011,"FDD","Edith Z Nawakwi",0.00264657980456026,0
"9118","Zambezi West","presidential",2011,"ADD","Charles L Milupi",0.00183224755700326,0
"9119","Zambezi West","presidential",2011,"NMP","Ngandu P Magande",0.00162866449511401,0
"9120","Zambezi West","presidential",2011,"Heritage Party","Godfrey K Miyanda",0.00142508143322476,0
"9121","Zambezi West","presidential",2011,"ZAD","Fredrick  Mutesa",0.000203583061889251,0
"9122","Zambezi West","presidential",2011,"ZED","Fredrick  Mutesa",0.000203583061889251,0
"9123","Bahati","presidential",2008,"Patriotic Front","Michael C Sata",0.766271527622456,1
"9124","Bahati","presidential",2008,"MMD","Rupiah B Banda",0.208454484455379,0
"9125","Bahati","presidential",2008,"UPND","Hakainde Hichilema",0.0108476850816372,0
"9126","Bahati","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0027957951241333,0
"9127","Bangweulu","presidential",2008,"Patriotic Front","Michael C Sata",0.794745020483119,1
"9128","Bangweulu","presidential",2008,"MMD","Rupiah B Banda",0.178626924706879,0
"9129","Bangweulu","presidential",2008,"UPND","Hakainde Hichilema",0.0114422941093375,0
"9130","Bangweulu","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00339030936572962,0
"9131","Bwacha","presidential",2008,"Patriotic Front","Michael C Sata",0.461851332398317,1
"9132","Bwacha","presidential",2008,"MMD","Rupiah B Banda",0.424333800841515,0
"9133","Bwacha","presidential",2008,"UPND","Hakainde Hichilema",0.0895511921458625,0
"9134","Bwacha","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00673211781206171,0
"9135","Bwana Mkubwa","presidential",2008,"Patriotic Front","Michael C Sata",0.657253448181868,1
"9136","Bwana Mkubwa","presidential",2008,"MMD","Rupiah B Banda",0.257209834814371,0
"9137","Bwana Mkubwa","presidential",2008,"UPND","Hakainde Hichilema",0.0624216322302786,0
"9138","Bwana Mkubwa","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00621490486834215,0
"9139","Bweengwa","presidential",2008,"UPND","Hakainde Hichilema",0.881196315843941,1
"9140","Bweengwa","presidential",2008,"MMD","Rupiah B Banda",0.090758563593087,0
"9141","Bweengwa","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0121080409810618,0
"9142","Bweengwa","presidential",2008,"Patriotic Front","Michael C Sata",0.0076580772016972,0
"9143","Chadiza","presidential",2008,"MMD","Rupiah B Banda",0.79268130405855,1
"9144","Chadiza","presidential",2008,"UPND","Hakainde Hichilema",0.11230871590153,0
"9145","Chadiza","presidential",2008,"Patriotic Front","Michael C Sata",0.0667997338656021,0
"9146","Chadiza","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0115768463073852,0
"9147","Chama North","presidential",2008,"MMD","Rupiah B Banda",0.566075949367089,1
"9148","Chama North","presidential",2008,"Patriotic Front","Michael C Sata",0.379240506329114,0
"9149","Chama North","presidential",2008,"UPND","Hakainde Hichilema",0.0321518987341772,0
"9150","Chama North","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0079746835443038,0
"9151","Chama South","presidential",2008,"MMD","Rupiah B Banda",0.573689296931626,1
"9152","Chama South","presidential",2008,"Patriotic Front","Michael C Sata",0.373399371828944,0
"9153","Chama South","presidential",2008,"UPND","Hakainde Hichilema",0.0327373761778207,0
"9154","Chama South","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0067649190625755,0
"9155","Chasefu","presidential",2008,"MMD","Rupiah B Banda",0.618021547502449,1
"9156","Chasefu","presidential",2008,"Patriotic Front","Michael C Sata",0.232533463924257,0
"9157","Chasefu","presidential",2008,"UPND","Hakainde Hichilema",0.111328762650996,0
"9158","Chasefu","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0159973881815214,0
"9159","Chavuma","presidential",2008,"MMD","Rupiah B Banda",0.59834427633457,1
"9160","Chavuma","presidential",2008,"UPND","Hakainde Hichilema",0.375107051099058,0
"9161","Chavuma","presidential",2008,"Patriotic Front","Michael C Sata",0.0135598058806737,0
"9162","Chavuma","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00485298315729375,0
"9163","Chawama","presidential",2008,"Patriotic Front","Michael C Sata",0.594308337845154,1
"9164","Chawama","presidential",2008,"MMD","Rupiah B Banda",0.251218191662155,0
"9165","Chawama","presidential",2008,"UPND","Hakainde Hichilema",0.137114239306984,0
"9166","Chawama","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00297780184082296,0
"9167","Chienge","presidential",2008,"Patriotic Front","Michael C Sata",0.542676211453744,1
"9168","Chienge","presidential",2008,"MMD","Rupiah B Banda",0.439564977973568,0
"9169","Chienge","presidential",2008,"UPND","Hakainde Hichilema",0.00591960352422907,0
"9170","Chienge","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00220264317180617,0
"9171","Chifubu","presidential",2008,"Patriotic Front","Michael C Sata",0.613027501185396,1
"9172","Chifubu","presidential",2008,"MMD","Rupiah B Banda",0.305239449976292,0
"9173","Chifubu","presidential",2008,"UPND","Hakainde Hichilema",0.0545282124229493,0
"9174","Chifubu","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00568990042674253,0
"9175","Chifunabuli","presidential",2008,"Patriotic Front","Michael C Sata",0.658689191302988,1
"9176","Chifunabuli","presidential",2008,"MMD","Rupiah B Banda",0.316283435007039,0
"9177","Chifunabuli","presidential",2008,"UPND","Hakainde Hichilema",0.011731581417175,0
"9178","Chifunabuli","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00281557954012201,0
"9179","Chikankata","presidential",2008,"UPND","Hakainde Hichilema",0.749445297832395,1
"9180","Chikankata","presidential",2008,"MMD","Rupiah B Banda",0.181856972179553,0
"9181","Chikankata","presidential",2008,"Patriotic Front","Michael C Sata",0.0404505888376856,0
"9182","Chikankata","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0197132616487455,0
"9183","Chilanga","presidential",2008,"Patriotic Front","Michael C Sata",0.345243257306391,1
"9184","Chilanga","presidential",2008,"MMD","Rupiah B Banda",0.33934611048478,0
"9185","Chilanga","presidential",2008,"UPND","Hakainde Hichilema",0.298239528228254,0
"9186","Chilanga","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00650420605324777,0
"9187","Chililabombwe","presidential",2008,"Patriotic Front","Michael C Sata",0.681327696093898,1
"9188","Chililabombwe","presidential",2008,"MMD","Rupiah B Banda",0.24887991417934,0
"9189","Chililabombwe","presidential",2008,"UPND","Hakainde Hichilema",0.0556572221871648,0
"9190","Chililabombwe","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00561620495992932,0
"9191","Chilubi","presidential",2008,"Patriotic Front","Michael C Sata",0.758524409848549,1
"9192","Chilubi","presidential",2008,"MMD","Rupiah B Banda",0.210931550892631,0
"9193","Chilubi","presidential",2008,"UPND","Hakainde Hichilema",0.0181910483120399,0
"9194","Chilubi","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00287672391911329,0
"9195","Chimbamilonga","presidential",2008,"Patriotic Front","Michael C Sata",0.525943802792622,1
"9196","Chimbamilonga","presidential",2008,"MMD","Rupiah B Banda",0.453887260817101,0
"9197","Chimbamilonga","presidential",2008,"UPND","Hakainde Hichilema",0.00844681951387692,0
"9198","Chimbamilonga","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00155145664540596,0
"9199","Chimwemwe","presidential",2008,"Patriotic Front","Michael C Sata",0.649612230095408,1
"9200","Chimwemwe","presidential",2008,"MMD","Rupiah B Banda",0.297048485186632,0
"9201","Chimwemwe","presidential",2008,"UPND","Hakainde Hichilema",0.0378284885342856,0
"9202","Chimwemwe","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00401718462310997,0
"9203","Chingola","presidential",2008,"Patriotic Front","Michael C Sata",0.637592673353685,1
"9204","Chingola","presidential",2008,"MMD","Rupiah B Banda",0.273537820419635,0
"9205","Chingola","presidential",2008,"UPND","Hakainde Hichilema",0.0811648979987401,0
"9206","Chingola","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00770460822794011,0
"9207","Chinsali","presidential",2008,"Patriotic Front","Michael C Sata",0.818604651162791,1
"9208","Chinsali","presidential",2008,"MMD","Rupiah B Banda",0.154181098466106,0
"9209","Chinsali","presidential",2008,"UPND","Hakainde Hichilema",0.00979713013359723,0
"9210","Chinsali","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00514596734289955,0
"9211","Chipangali","presidential",2008,"MMD","Rupiah B Banda",0.807688924078473,1
"9212","Chipangali","presidential",2008,"Patriotic Front","Michael C Sata",0.100378288026744,0
"9213","Chipangali","presidential",2008,"UPND","Hakainde Hichilema",0.0651007301838656,0
"9214","Chipangali","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00862144805137679,0
"9215","Chipata Central","presidential",2008,"MMD","Rupiah B Banda",0.642444160428458,1
"9216","Chipata Central","presidential",2008,"Patriotic Front","Michael C Sata",0.279471730265961,0
"9217","Chipata Central","presidential",2008,"UPND","Hakainde Hichilema",0.0561743046680056,0
"9218","Chipata Central","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00559917229626925,0
"9219","Chipili","presidential",2008,"Patriotic Front","Michael C Sata",0.730374753451677,1
"9220","Chipili","presidential",2008,"MMD","Rupiah B Banda",0.252465483234714,0
"9221","Chipili","presidential",2008,"UPND","Hakainde Hichilema",0.00729783037475345,0
"9222","Chipili","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00177514792899408,0
"9223","Chisamba","presidential",2008,"MMD","Rupiah B Banda",0.507885932770432,1
"9224","Chisamba","presidential",2008,"UPND","Hakainde Hichilema",0.337263023737454,0
"9225","Chisamba","presidential",2008,"Patriotic Front","Michael C Sata",0.133981201210769,0
"9226","Chisamba","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00653178269874144,0
"9227","Chitambo","presidential",2008,"MMD","Rupiah B Banda",0.538240917782027,1
"9228","Chitambo","presidential",2008,"Patriotic Front","Michael C Sata",0.419455066921606,0
"9229","Chitambo","presidential",2008,"UPND","Hakainde Hichilema",0.0222275334608031,0
"9230","Chitambo","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00310707456978968,0
"9231","Choma Central","presidential",2008,"UPND","Hakainde Hichilema",0.777962264150943,1
"9232","Choma Central","presidential",2008,"MMD","Rupiah B Banda",0.152654088050314,0
"9233","Choma Central","presidential",2008,"Patriotic Front","Michael C Sata",0.0464905660377358,0
"9234","Choma Central","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0146415094339623,0
"9235","Chongwe","presidential",2008,"MMD","Rupiah B Banda",0.579627140435977,1
"9236","Chongwe","presidential",2008,"Patriotic Front","Michael C Sata",0.249196423353398,0
"9237","Chongwe","presidential",2008,"UPND","Hakainde Hichilema",0.151656828940448,0
"9238","Chongwe","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00742212611770206,0
"9239","Dundumwezi","presidential",2008,"UPND","Hakainde Hichilema",0.906409870598856,1
"9240","Dundumwezi","presidential",2008,"MMD","Rupiah B Banda",0.0585816029692045,0
"9241","Dundumwezi","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0197612599057077,0
"9242","Dundumwezi","presidential",2008,"Patriotic Front","Michael C Sata",0.00571772494733674,0
"9243","Feira","presidential",2008,"MMD","Rupiah B Banda",0.580554352533564,1
"9244","Feira","presidential",2008,"Patriotic Front","Michael C Sata",0.278908618449545,0
"9245","Feira","presidential",2008,"UPND","Hakainde Hichilema",0.11736682546557,0
"9246","Feira","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00931139021221308,0
"9247","Gwembe","presidential",2008,"UPND","Hakainde Hichilema",0.803479749001711,1
"9248","Gwembe","presidential",2008,"MMD","Rupiah B Banda",0.143563415097927,0
"9249","Gwembe","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.019490397413957,0
"9250","Gwembe","presidential",2008,"Patriotic Front","Michael C Sata",0.0154972428218292,0
"9251","Ikeleng'i","presidential",2008,"MMD","Rupiah B Banda",0.520670826833073,1
"9252","Ikeleng'i","presidential",2008,"UPND","Hakainde Hichilema",0.435725429017161,0
"9253","Ikeleng'i","presidential",2008,"Patriotic Front","Michael C Sata",0.0197347893915757,0
"9254","Ikeleng'i","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00982839313572543,0
"9255","Isoka","presidential",2008,"MMD","Rupiah B Banda",0.535699933020764,1
"9256","Isoka","presidential",2008,"Patriotic Front","Michael C Sata",0.417950435365037,0
"9257","Isoka","presidential",2008,"UPND","Hakainde Hichilema",0.0271935699933021,0
"9258","Isoka","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00388479571332887,0
"9259","Itezhitezhi","presidential",2008,"UPND","Hakainde Hichilema",0.514500395465331,1
"9260","Itezhitezhi","presidential",2008,"MMD","Rupiah B Banda",0.427629844450303,0
"9261","Itezhitezhi","presidential",2008,"Patriotic Front","Michael C Sata",0.0326918006854732,0
"9262","Itezhitezhi","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00856841550224097,0
"9263","Kabompo","presidential",2008,"MMD","Rupiah B Banda",0.547656495753382,1
"9264","Kabompo","presidential",2008,"UPND","Hakainde Hichilema",0.39572192513369,0
"9265","Kabompo","presidential",2008,"Patriotic Front","Michael C Sata",0.0328719723183391,0
"9266","Kabompo","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00770682604592639,0
"9267","Kabushi","presidential",2008,"Patriotic Front","Michael C Sata",0.70595188840948,1
"9268","Kabushi","presidential",2008,"MMD","Rupiah B Banda",0.22548613984278,0
"9269","Kabushi","presidential",2008,"UPND","Hakainde Hichilema",0.0460429103374904,0
"9270","Kabushi","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.0057331993616644,0
"9271","Kabwata","presidential",2008,"Patriotic Front","Michael C Sata",0.628732223495316,1
"9272","Kabwata","presidential",2008,"MMD","Rupiah B Banda",0.200208937116668,0
"9273","Kabwata","presidential",2008,"UPND","Hakainde Hichilema",0.157343128664824,0
"9274","Kabwata","presidential",2008,"Heritage Party","Godfrey K Miyanda",0.00673990698928355,0
